pid,create_date,content,tag,pvurl,kid_id
300,2022-01-28 10:43,"K99 회원님 들이 올려 주시는 영상은 7명의 디자인 팀이 매일 분류해서 1차 가공 (작업 방법과 정재윤교수의 의견 등)을 하고 있습니다.......세탁물 종류와 처방법 등으로 분류해서 데이터 베이스화 중입니다....이것이 완성되려면 K99 회원님들의 실전사례가 엄청나게 모여야 합니다....이 데이트베이스가 완성되면, 작업하시고자 하는 세탁물의 종류와 얼룩 내용 그리고 섬유 소재만 입력하면...최고의 추천 처방법이 제공되도록 만들어 집니다. 1차적으로 8월 말을 기점으로 서비스를 제공할 예정입니다....실전사례 제공을 가급적 많이 주실 것을 부탁드립니다. #실전사례",#실전사례,[],
301,2022-01-28 11:46,"잉글레시나 카시트세탁 섬유항균제사용이물질까지 확인
새것처럼  되었다고  하는 고객님들
기분이 뿌듯 하네요
  고객님들 마음을 사로잡아야 하는
방법이 없을까요 # #실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/343h0a/7_f32Ud018svcro4wg0ccpy6h_dzec8r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343hj4/7_b32Ud018svcp6dv5zevd4xn_dzec8r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343hic/7_i32Ud018svctruiehnzb86d_dzec8r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343hf0/8_132Ud018svc1szbz9ktbbmb2_dzec8r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343h83/8_332Ud018svctjqk8d9e7h8w_dzec8r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343h40/8_432Ud018svcdhbhmlt3uwli_dzec8r.jpg?type=e1920_std']",49
306,2022-01-28 3:43,"드라이클리닝 용매에 대해 궁금하신 분들이 계셔서 오해하고 있는 궁금증을 풀어 드립니다.
<제가 제시하는 내용은 저의 ‘개인 사견이나 지식’에 기반 하는 것이 아니라 미국의 ‘UMASS LOWELL’ 대학의 독성연구소에서 보고한 보고서 내용을 번역한 것입니다>

예전부터 사용하던 ‘염소계 퍼클로로 에틸렌’ 용매는 발암성과 환경오염으로 인해 사용할 수 없게 되자 이 용매를 대체하고자 하는 물질들을 대상으로 연구된 보고서입니다. 현재 한국에서 가장 많이 사용하고 있는 대체 용매는 영업 사원들이 “무색 무취한 용매”로 소개하는 고휘발성 탄화수소계 용매입니다.

영업사원들이 무색 무취하니깐 ‘건강에 해롭지 않다’고 소개하는 말에 대해 궁금해 하시고, 또 저한테 자꾸 질문을 주셔서 이 보고서의 '무색 무취한 고휘발성  탄화수소계 용매' 내용을 발췌해서 번역해 봅니다.<번역 요약>
고휘발성 탄화수소는 석유 기반 드라이클리닝 용매로, 60도 이상의 불꽃에 노출되면 발화하는 특징이 있다. 이러한 기술은 기존 드라이클리닝 용매를 대체하는데 널리 쓰인다. 최근 몇 년간, 악취가 적으면서도 새로운 고휘발성 합성 파라핀계 탄화수소가 시장에 도입되며 널리 사용되고 있다.<번역 요약>
건강에 미치는 영향
탄화수소는 석유기반으로, 두통, 어지럼증, 구역질, 구토를 유발할 수 있다. 이 용매에 드라이클리닝한 의복은 착용 전에 완벽히 말리도록 명시하고 있으며, 오랜 기간 피부와 맞닿는 부분 중 흡수력이 큰 소재 (어깨 패드, 허리 밴드 등)에서 용매가 완전히 제거되지 않으면 피부 두드러기와 발진, 염증, 수포를 유발할 수 있다고 한다. 또한 안구나 호흡계에 대한 영향도 명시되어 있다. (동물 연구에 따르면 신장에 대한 잠재적 위험이 있다고 한다. 고휘발성 탄화수소는 CNS(뇌신경계) 독소이다. 이러한 물질은 IARC에 의해 발암물질로 분류되지는 않았다.<번역 요약> 염소계 용매를 대체할 타 용매들의 환경과 건강에 미치는 영향영업사원들이 무색무취해서 건강에 해롭지 않다던 '고휘발성 탄화수소'가 예전에 사용하던 용매 보다 '섭취시 유해도'가 더 크고, '수생 독성: 물에서의 독성'도 더 커답니다. 뇌신경계에 영향도 있고, 발암성은 아직 분류되어 있지 않지만 발암 물질로 분류될 소지가 있으며.......예전에 사용하던 드라이클리닝 용매는 발화점도 없고, 난연성인 반면...이 용매는 63도에서 불이 붙으며 가연성 물질이라고 합니다.

저는 여러분의 요청으로 이 내용을 번역했고, 이 용매를 사용하고 안 하고는 여러분 몫입니다. 제가 이 용매 사업자나 영업사원들에게 태클을 걸려고 작성한 것이 아니라...여러분의 요청에 의해 작성된 것임을 밝힙니다....

<이 글 내용 부분만 발췌 하는 것은 엄밀히 불가합니다. 제가 이 내용을 작성하는 취지가 꼭 소개 된 다음 그 출처를 명확히 하고 인용하시기 바랍니다>



#질문답변",#질문답변,"['https://coresos-phinf.pstatic.net/a/343hej/i_e75Ud018svccdi1f4u8tjx2_etd9ns.png?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343hia/7_g76Ud018svcbhwloi25ph5q_etd9ns.png?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343h9c/e_c77Ud018svc13n2mdlgf72m9_etd9ns.png?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343hga/e_d78Ud018svc1wq1xrof4b3xr_etd9ns.png?type=e1920_std']",
307,2022-01-28 4:15,'습마찰개선제의 수축방지 원리' 영상을 보시고 헷갈려 하셔서 아래 그림 남깁니다..... #질문답변,#질문답변,['https://coresos-phinf.pstatic.net/a/343h8e/1_183Ud018svc24ax6d6aeesq_etd9ns.png?type=e1920_std'],
309,2022-01-28 5:58,"안녕하세요 교수님 사장님들 흰색 부분이 와인얼룩과 이염입니다 어떻게 처리하면 좋을까요
의견 부탁드립니다 #질문답변 ",#질문답변,"['https://coresos-phinf.pstatic.net/a/343hci/h_da1Ud018svcj6zxtyx1528r_eyy2z.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343hea/h_da1Ud018svcvc5uxuxze1ej_eyy2z.jpg?type=e1920_std']",159
310,2022-01-28 7:47,"안녕하세요 세탁초보생입니다
세탁에이론이나 얼룩빼기초보생입니다
전에는 얼룩이나 이염제거하는데 약품냄새 시간소요 힘든점이 많았는데 K99세탁에가입 정교수님도움으로 건강한세탁 시간절약을하면서 쉽게세탁을하면서 지금은 응용하면서 세탁을하고있습니다 저에게 물어보시면 알고있는게없으니 K99자료집을 찿아보시기바랍니다
이의류도 정확히 무슨오염인지모른다고하시는데 과일즙같기도하고 물감같기도하고 그래서 무조건 흰색얼룩빼기 레시피에 풍덩 # #실전사례 어제가저오셔서 낼까지해달라고하시네요 수돗물3080ml가성소다30g표백촉매제200ml과수240ml저녁에 담그고퇴근후 아침8시확인 깔끔히제거 일반세탁흰색류와함게세탁.깔끔히 제거됐네요 회원님들 행복한명절보내시고 명절후 대박나시길 기원합니다",#실전사례,"['https://coresos-phinf.pstatic.net/a/343h85/f_ac2Ud018svc1ptukdi58tn5s_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343h88/f_ac2Ud018svc11lpb3i1v2fbv_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343haj/f_bc2Ud018svckrsgz8m35phe_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343hc2/f_bc2Ud018svcmycpwdhamw71_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343hj1/f_cc2Ud018svc1du65pj8rhvb6_ryd20r.jpg?type=e1920_std']",77
311,2022-01-29 10:53,#실전사례사진 표현이어렵지만 나름 헹거에 표시하고 같은위치각도 같은 시간에서 K99항균제의 우수성을 담아 봤습니다. 고급스러운 느낌 확연 합니다.  고분자로 인한 광택까지 살아납니다. 커메라 실물표현 쉽지않은게 아쉽네요 ,#실전사례,"['https://coresos-phinf.pstatic.net/a/343i7a/a_692Ud018svc1tlpwasl5buzj_o40nu0.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343i90/a_692Ud018svc1990gfbsslito_o40nu0.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343i43/a_792Ud018svcikn9sm1eyd1k_o40nu0.jpg?type=e1920_std']",92
312,2022-01-29 12:00,"안녕하세요 교수님 사장님들 어제 올린 옷입니다
교수님 조언대로 응용해서 작업한 결과입니다
교수님~감사합니다 ^^ #질문답변 ",#질문답변,"['https://coresos-phinf.pstatic.net/a/343i8j/b_ia7Ud018svcqaum1yh0dij_eyy2z.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/343i9h/b_ia7Ud018svc17iyw0bu7k9bn_eyy2z.jpg?type=e1920_std']",159
316,2022-01-30 3:21,"#실전사례 어그부츠부츠 삼겹살기름빼기교수님 레스피
분필주변칠하고 구연산세제덮고
청소기빨판이 없어 유리창 밑빠는 졸대흡착
분필과 스코어에이스를 묻혀서 여러번 반복
도구가 부족하고 의심스러워 조금 문지른게 흰색으로까임
스코어에이스르 묻히니 조금 진해져서 조금 진한색을 맞추어 연하게타서 여러번색 올림
사진에 부츠와 그냥보는 부츠는 조금다릅니다.
사진이 속까지 보여서 엉망인데 그냥 보기엔 얼룩이 별로 없고 흰색도 조금있어서 
고객 괜찮다고 찾아갔습니다.
교수님 감사합니다
설 명절 잘 보내세요.",#실전사례,"['https://coresos-phinf.pstatic.net/a/344039/h_912Ud018svc1p1ajffq6h2dk_rngyf2.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3440b1/h_a12Ud018svc17g5v2tf4tvn7_rngyf2.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34407b/h_912Ud018svc14jxgo61iae3g_rngyf2.jpg?type=e1920_std']",95
318,2022-01-31 5:45,"교수님 질문입니다
울 실크 얼룩빼기 레시피
표백촉매600
수도물450
얼룩빼기1탄4.5그램인데
유색얼룩빼기4.5그램으로 희석하면 괜찮습니까 #질문답변 ",#질문답변,[],122
319,2022-02-01 7:13,"간편하면서도 효과만점인
      운동화 세탁방법 (무전처리) ~~~
세탁을 해주면 됩니다.          레시피 ~~~
정련제  운동화무게 0.03% =  스코어 에이스 운동화무게 0.06%  베이킹소다 분말 80 그램
     소포제 약간 추가~~~
도움이 되시기를 바랍니다. #실전사례 ",#실전사례,"['https://video.band.us/service2/cOPsMSzL90sQ73WF5HvSUrhh85U0RLLswSE4Q8E4pCvSwjxCrujOPHDqqy3zPUpnGopwqHlhyojC0rh-V3XzWSr9LJdKsNzQQOc3yfCM4crkRIqSTWErDW3Yr4AiPp9tJk_VS6cnk8U0_QYgSBuzvmLatwbhDUvUd2Uv16VMZa05P0VHz8oTucW0u0zfQfCIfhUsYLtGtLd_hYr17YU554gHzNeUrUgLfRVjApuCrm2ynaLpkHKG7dm9Ubdbv8cqQM8Qm5JYdOEYF21ri_ilNg.mp4?auto_play=true', 'https://coresos-phinf.pstatic.net/a/34427f/7_cj8Ud018svcv9yspezeelef_dfz0ke.jpg?type=w520']",7
323,2022-02-03 12:01,"1월27일 화재 냄새 신발 후기~~정재윤교수님과(에나멜고분자와 염료) 통화 후  해결책을 구해서 작업해보았습니다

☆방법☆
구두속 염료(몰림) 제거를 위해
1.가성소다30그램 + 표백촉매 200그램 + 물2키로  +(과수 대신 알콜추가 100cc) = 흰색얼룩빼기 용액을 바탕으로 해서 과수 대신 알콜을 넣음!용액에 담금 후 주물러 주고 -> 탈수 ->담금 -> 탈수  후
구연산세제 담금 탈수2회 후 
하이브리드 1:  물 1 용액에 담금 탈수 마무리 하였습니다#실전사례 화재(화근네)냄새는 완벽히 제거 되고 구두 또한 원상회복 되어 납품 하였습니다
조언 주신 정재윤교수님  감사 합니다",#실전사례,"['https://coresos-phinf.pstatic.net/a/34459i/2_h58Ud018svcs4mynyakenv6_138xut.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3445i4/2_i58Ud018svc1o2ok9gooonzo_138xut.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3445ce/3_058Ud018svcou221k79klfa_138xut.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3445bi/3_158Ud018svcb6qwnizqidf3_138xut.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34453j/3_358Ud018svcbtrzzcjbm075_138xut.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34458g/2_h58Ud018svcaeit0x5rkc54_138xut.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3445bi/2_i58Ud018svcp5k6d9nhvjwl_138xut.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344538/3_358Ud018svc9mcy0c2pj1e7_138xut.jpg?type=e1920_std']",84
344,2022-02-04 2:27,"모,캐시미어,레이온,폴리,청바지 혼합세탁세탁전 사진입니다 총 14벌 입니다
자주색 니트는 캐시미어 100% 입니다.예비세탁 구연산 200g 5분 → 본세 스코어에이스20ml 4분 → 행굼 수축방지제(폴리우레탄)+k99항균제 각각 100ml → 탈수 약하게 4분 → 자연건조 → 다음날 건조 10분방금막 세탁을 하고나온 의류입니다 자연건조 중입니다.

의류가 85~90%정도 말랐을때 건조를 10분~15분 정도 하고있습니다아직 다림질 전에 줄었는지 치수를 재봤는대 별차이없습니다.완성입니다 ㅎㅎㅎ #실전사례",#실전사례,"['https://coresos-phinf.pstatic.net/a/344682/i_0f1Ud018svcg5zhih2omz36_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344613/i_2f1Ud018svcl4o2mvozrzj0_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34460g/i_3f1Ud018svc18du0rbm5ewzu_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34468i/f_cejUd018svcmbn68xgi52ys_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3446fb/f_dejUd018svchvgmroxxg8dd_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3446g9/f_eejUd018svc18ntdfdnvns07_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3446ce/f_fejUd018svc110lh5x7v0mnp_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3446jg/f_gejUd018svc1o1d8z2hilbvy_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3446he/f_hejUd018svc1se4td8ub85j1_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34463g/f_jejUd018svcobqurt8creh9_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34461e/g_0ejUd018svcjszkg5wo63v5_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3446i5/5_1f0Ud018svcp668upj0bxnr_t9yzsa.jpg?type=w520', 'https://coresos-phinf.pstatic.net/a/3446ib/8_gf0Ud018svc23eq4kr3w3z2_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344626/7_cf1Ud018svc1pyj6ptdrfwlc_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344650/7_df1Ud018svc193jfa00s5tj9_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3446ci/7_ef1Ud018svc1sr1zmkhz3o1l_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/3446h0/7_ff1Ud018svc1ag283ltctlbj_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34464c/7_hf1Ud018svc1p2tgxda3d5es_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34465j/4_2f2Ud018svc1li6kalvigsg_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34469f/7_0f2Ud018svc1wafxcx38d0in_t9yzsa.jpg?type=e1920_std']",1
348,2022-02-05 5:13,"교수님

한가지 요청사항이 있어 글 올립니다일반 싸구려 카펫입니다
긴털이 있어 조금 사용하면 사진처럼 털들이 누워 세탁을 해도 누운 털들이 원상회복이 안돼 보기가 참 안좋습니다.

예전에 '기모제'라는 제품을 써본적이 있는데 위와 같은 섬유의 기모를 새것처럼 세워주는 것을 경험한 적이 있었습니다.
그당시 조그만 회사에서 나오던 제품이고 소량 판매가 아닌 드럼 판매라 구하기도 어려웠지만 그 회사마저 사라져 구입할 방법도 없게되었네요.

사진은 카펫이지만 의류에도 기모제품이 많고(제가 테스트 했던 제품도 기모가 있는 반코트) 착용중 털들이 뭉치거나 누워서 볼품없어 지는게 많은데 요런걸 제대로 원상회복시켜 줄수 있는 제품이 있었으면 좋겠다는 바램이 있었습니다

그래서 혹시나 이런류의 처리제도 만들어 주실수 없는지 한번 건의 드려 봅니다. 이런류의 처리제가 나온다면 우리 세탁 품질을 좀더 향상시킬수 있는 방법이 되지 않을까 하는 생각에 바쁘신줄 알면서도 말씀드려 봅니다.

날씨가 춥습니다  
항상 건강 하세요~~~




#질문답변  ",#질문답변,['https://coresos-phinf.pstatic.net/a/3448ed/2_c55Ud018svc1wzrl368uj37s_m6udn.jpg?type=e1920_std'],115
362,2022-02-08 4:25,"3년전  페인트  묻혀 집에서  뭘로 해봤는데
안됐다구  ,가져온걸 고객께 버리자구 제안했던 바지입니다
혹시나해서  한가한  시간에 도전.
정교수님   흰색 얼룩 빼기
레시피 약간 진하게해서
수세미에 묻혀 바닥에 펴서 닦듯이  문질러서
일반세탁물과 세탁

마른후에 보니 희미한
자죽남아 실로 표시후
반복해서  같은방법으로
해서 마무리 .~~~ 와~~~
완벽하게   해결.
시간도.  힘도.별로
들이지  않고 이리
해결 되는걸. 버리지않고
언젠간 실험해보리라. 버리지않았네요 ㅋ.
사진상엔  명확치않지만
전체적으로  심각했거든요
 회원님들   응용해서
도전보세요
물750리터
표백촉매 200미리
과수240미리
가성소다.30그램
혼합해서 .작업.후
바로 세탁.#실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/344c5b/1_d57Ud018svctut848ba4v76_u4k9wl.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344c51/1_d57Ud018svc1ued1zky9hzz8_u4k9wl.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ci6/1_d57Ud018svc3cxjr0eqly4q_u4k9wl.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ceg/1_e57Ud018svc10ovk021hfs4k_u4k9wl.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344cie/1_f57Ud018svc4f9b77xc3dzn_u4k9wl.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ci0/1_f57Ud018svc17nn3ok5wif2h_u4k9wl.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344cba/1_g57Ud018svcnssy8xs222t0_u4k9wl.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ceh/1_g57Ud018svc9e1ky5zpoznm_u4k9wl.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344c21/1_h57Ud018svcyq1qmrmi06mt_u4k9wl.jpg?type=e1920_std']",42
370,2022-02-10 11:58,"<얼룩빼기 사례 4>

https://youtu.be/HNVb9EGYbu4#실전사례",#실전사례,[],
372,2022-02-10 1:16,#실전사례 ,#실전사례,"['https://coresos-phinf.pstatic.net/a/344ed6/2_ifgUd018svcu99h5z9bh35i_o40nu0.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ecb/2_ifgUd018svcn1xy824gzvzo_o40nu0.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ea9/2_jfgUd018svc15ibhhkcbex3z_o40nu0.jpg?type=e1920_std']",92
376,2022-02-10 4:24,회원님들 안녕하세요 모처럼 웨이트세탁이아니라 물세탁기로100%모 오리털점퍼실전세탁해봤습니다 DAKS거라고민하다 혹사고나면 활인제품이더라도 고가라 생트집 처음세탁했다고 톡 같은레파토리~~ 해봐야풀리는성격이라 해봤습니다 오리털부피로인하여물 22L구연산30g하이브리드120cc폴리우레탄(습마찰제)120cc함게넣고 20분침전후  탐금물을모두세탁기에넣고 스코어에이스100cc구연산세제150cc첨가후 불림5분하고세탁할려고했는데 지인분한태전화가와서 깜박하고30분통화하고본세4분 행금2분2회퇄수5분 약탈최저로설정하고세탁시작했는데 행금에서 10분정도가계속돌아가관찰하니세탁기물빠짐패킹핀이 털어진고장 젖가락으로끼우고 사고날까봐 무척이나 걱정했는데 꺼낼때보니 안도에한숨 오늘보니 행복감이오네요이염도볼겸 모두함게 침전해봤습니다오리털때문에 자꾸물위로올라와눌러놨는데도 이염무5분불림생각했는데 통화하다불림30분행금과정에서세탁기고장으로행금10분이상작동 걱정 무척했습니다니트연두색만 장으로줄었는데 덤불과정과 다림과정에서 가능할것같습니다 과정에서 걱정했는데 오늘건조후확인하니저도 놀랬습니다 넘 만 #실전사례 족스럽습니다 # ,#실전사례,"['https://coresos-phinf.pstatic.net/a/344e9c/6_7j6Ud018svcq1nax884bpj6_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ec9/6_7j6Ud018svc1a7f8kbv7bntb_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ef4/6_7j6Ud018svc1p51rhsjqdozu_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344eh9/6_7j6Ud018svc431pshz0sf63_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e00/6_8j6Ud018svcw2pjw8n9f618_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e2c/6_8j6Ud018svcmvs5iwbixjbh_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e4j/6_8j6Ud018svc1qf280hzlsxym_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e75/6_8j6Ud018svca7a374l2xqzp_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e02/6_cj6Ud018svcz3qic8dncmya_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e9f/6_6j6Ud018svc3aa2ulr0lycu_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344eaj/6_6j6Ud018svc1j1wch2yw91r5_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ec9/6_6j6Ud018svc7kjxygxxtzae_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ee2/6_6j6Ud018svc27m1zsnloa2v_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344efd/6_6j6Ud018svc9n3g0rqwnkvk_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344eh8/6_6j6Ud018svc1o34gtzsgtuqf_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ej1/6_6j6Ud018svc1wo570ql73ybv_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e1d/6_7j6Ud018svcfq82pobhm7cg_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e46/6_7j6Ud018svc10itjbrt51k1q_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e6d/6_7j6Ud018svcmw58fhmpxt71_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e9j/6_8j6Ud018svc1jtrcrb14kljs_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344ec5/6_8j6Ud018svc1uop4bw8kxfw3_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e54/6_6j6Ud018svcxbdv7dpu794_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e71/6_6j6Ud018svcd4597x7mxwhz_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e8a/6_6j6Ud018svc1470ygg25mv4a_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344e7h/b_9j6Ud018svcyi1vv7tvrbnb_ryd20r.jpg?type=w520', 'https://coresos-phinf.pstatic.net/a/344e36/6_9j6Ud018svcmjtlstr7bjvr_ryd20r.jpg?type=e1920_std']",77
377,2022-02-10 5:27,"안녕하세요 교수님 궁금증이 있어서요

이런 청바지의 음식물 얼룩은 어떤 방식으로해야 사고없이 가능할까요?음식물 얼룩이라 기름 색소 복합 얼룩같습니다. #질문답변",#질문답변,"['https://coresos-phinf.pstatic.net/a/344f86/1_f0aUd018svch0t0kryxn7aa_t9yzsa.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/344fg8/1_g0aUd018svcri6chj0p8kja_t9yzsa.jpg?type=e1920_std']",1
379,2022-02-11 11:19,"#질문답변 
안녕하세요 교수님
와이셔츠. 백도 는 얼룩빼기 과수 가  세탁시 영향력 이
큰건가요??
담굼시간 과  세탁 결과에서 차이 인가요?
초보라 동영상으로 공부 중 입니다.",#질문답변,[],168
382,2022-02-11 3:48,요즘은 무슨얼룩이든 구연산 세제 원액부터 대보고 다른작업에 들어가고있습니다 생각보다 지워지는 얼룩이 많아서 좋아요 ㅎㅎㅎ 구연산 세제만들때 일반 중성세제보다 스코어에이스가 효과는 더 좋은거같습니다. #실전사례 ,#실전사례,['https://video.band.us/service2/cOPsMSzL90sQ73WF5HvSUrhh85U0RLLswSE4Q8E4pCse2oz9lXGaPvtb0o-y22A3aIN74ACjY7fjnGyNErabimm1Y8IBChxfYRTKeEqSoK_mWfnx5Yre6piOxxr1X0TNH1xMErMUF_TRbrTEDkw8hXJzauR_WQgJybUFNnj4R3G5f5ffesRMIo60cQEncgGdFTG3zYmE-QgkgGKGCfLILelBs5sMWOGwZQn4jh_qO-2s6QeVMHBcRY7orT3-E9z9hWBPZjKUTNMXi4vb3VM1ow.mp4?auto_play=true'],1
384,2022-02-11 6:31,"삐약 병아리예요   많은조언  부탁드릴게요
탈취 스프레이는 원액 그대로사용하나요 #질문답변 ",#질문답변,[],172
386,2022-02-11 10:11,"#질문답변
와이셔츠. 50장 세탁 방법  레시피 부탁드립니다.
제가 생각한것이 이해가 잘 안되는것 같습니다.",#질문답변,[],168
